조회 기간 : 2021-01-10 00:00:00 ~ 2021-01-10 23:59:59
조회선박 척수 : 1320
MMSI,일시,위도,경도,SOG,COG,Heading
111111111,2021-01-10 00:01:31,37.6908666666667,125.701533333333,0,0,480
111111111,2021-01-10 00:13:31,37.6909,125.70152,0,0,480
111111111,2021-01-10 00:37:31,37.6909366666667,125.70148,0,0,480
111111111,2021-01-10 00:49:30,37.6907833333333,125.701493333333,0,0,480
111111111,2021-01-10 01:01:32,37.69072,125.701466666667,0,0,480
111111111,2021-01-10 01:13:32,37.69041,125.70128,0.2,215.1,480
111111111,2021-01-10 01:25:32,37.6902766666667,125.70084,0.1,0,480
111111111,2021-01-10 01:55:32,37.69062,125.700133333333,0.1,0,480
111111111,2021-01-10 02:10:34,37.69051,125.70016,0,0,480
111111111,2021-01-10 02:22:32,37.69072,125.7,0,0,480
111111111,2021-01-10 02:34:31,37.6909933333333,125.699986666667,0.2,7.5,480
111111111,2021-01-10 02:46:32,37.6910133333333,125.699986666667,0,0,480
111111111,2021-01-10 02:56:35,33.6988083333333,124.435306666667,10,149.9,511
111111111,2021-01-10 03:07:36,33.6686683333333,124.448796666667,10.5,160.3,511
111111111,2021-01-10 03:17:37,33.6413633333333,124.460975,10.6,157.9,511
111111111,2021-01-10 03:30:10,33.6072816666667,124.47529,10.4,159.3,511
111111111,2021-01-10 03:40:32,37.6908933333333,125.69996,0,0,480
111111111,2021-01-10 03:52:12,33.5469283333333,124.500136666667,10.1,150,511
111111111,2021-01-10 04:02:44,33.5185666666667,124.513048333333,10.4,154.9,511
111111111,2021-01-10 04:13:16,33.4918616666667,124.530328333333,10.2,152.6,511
111111111,2021-01-10 04:23:17,33.4666033333333,124.547181666667,10.1,150,511
111111111,2021-01-10 04:43:32,37.69084,125.699946666667,0.2,260.2,480
111111111,2021-01-10 04:55:34,37.69074,125.69996,0,0,480
111111111,2021-01-10 05:10:35,37.6907533333333,125.69996,0.1,0,480
111111111,2021-01-10 05:21:58,33.339265,124.662888333333,9.8,126.6,511
111111111,2021-01-10 05:33:29,33.3228966666667,124.694771666667,9.9,126.9,511
111111111,2021-01-10 05:46:35,37.6906833333333,125.69996,0,0,480
111111111,2021-01-10 06:04:35,37.6905666666667,125.700013333333,0,0,480
111111111,2021-01-10 06:31:35,37.6904933333333,125.700066666667,0.1,0,480
111111111,2021-01-10 06:43:35,37.6905033333333,125.700053333333,0.1,0,480
111111111,2021-01-10 07:04:35,37.6903466666667,125.700226666667,0.3,206.7,480
111111111,2021-01-10 07:19:36,37.69034,125.700253333333,0.1,0,480
111111111,2021-01-10 07:34:34,37.69032,125.700293333333,0.9,218.5,480
111111111,2021-01-10 07:46:37,37.6903333333333,125.70024,0.1,0,480
111111111,2021-01-10 07:58:05,37.6940266666667,125.718453333333,9,80,511
111111111,2021-01-10 17:28:37,33.1260433333333,124.961603333333,9.2,48.4,511
111111111,2021-01-10 17:56:03,37.6918266666667,125.724773333333,7.6,272.4,511
111111111,2021-01-10 18:08:36,37.6905366666667,125.70432,1.8,271.2,480
111111111,2021-01-10 18:21:02,37.6905666666667,125.697093333333,0.3,268.6,511
111111111,2021-01-10 18:36:05,37.6918533333333,125.70136,3.2,82.5,511
111111111,2021-01-10 18:54:02,37.6928266666667,125.70188,0.5,5.8,511
111111111,2021-01-10 19:30:05,37.6930233333333,125.702,0,0,511
111111111,2021-01-10 19:57:04,37.69266,125.701986666667,0,0,511
111111111,2021-01-10 20:21:04,37.6894,125.701413333333,0.2,49.6,511
111111111,2021-01-10 20:36:06,37.6894366666667,125.701733333333,0,0,511
111111111,2021-01-10 20:51:05,37.6893933333333,125.70176,0.3,4.4,511
111111111,2021-01-10 21:03:05,37.6893866666667,125.7018,0,0,511
111111111,2021-01-10 21:18:05,37.6894566666667,125.70192,0.2,108.7,511
111111111,2021-01-10 21:30:03,37.6895266666667,125.702,0.1,0,511
111111111,2021-01-10 21:42:06,37.6895566666667,125.702053333333,0,0,511
111111111,2021-01-10 21:54:06,37.6895766666667,125.702093333333,0,0,511
111111111,2021-01-10 22:06:06,37.6896266666667,125.702133333333,0,0,511
111111111,2021-01-10 22:18:06,37.6897433333333,125.702186666667,0.1,0,511
111111111,2021-01-10 22:33:05,37.6897166666667,125.702173333333,0.1,0,511
111111111,2021-01-10 22:45:06,37.6896733333333,125.70216,0.1,0,511
111111111,2021-01-10 22:57:07,37.6896333333333,125.70216,0,0,511
111111111,2021-01-10 23:09:04,37.6896466666667,125.70216,0,0,511
111111111,2021-01-10 23:21:07,37.6896533333333,125.70216,0.1,0,511
111111111,2021-01-10 23:33:07,37.68964,125.702146666667,0,0,511
111111111,2021-01-10 23:45:06,37.68962,125.702146666667,0.1,0,511
111111111,2021-01-10 23:57:08,37.6896533333333,125.70216,0,0,511
312284000,2021-01-10 00:02:45,35.9850366666667,126.620663333333,0,272.1,511
312284000,2021-01-10 00:14:48,35.9850216666667,126.620661666667,0,276.6,511
312284000,2021-01-10 00:26:44,35.9850216666667,126.620661666667,0,242.2,511
312284000,2021-01-10 00:38:46,35.9850533333333,126.620661666667,0,274.9,511
312284000,2021-01-10 00:50:45,35.9850266666667,126.620671666667,0.1,239.8,511
312284000,2021-01-10 01:02:44,35.98502,126.620696666667,0,237.5,511
312284000,2021-01-10 01:14:46,35.9850183333333,126.620675,0.1,267.5,511
312284000,2021-01-10 01:26:45,35.985015,126.620683333333,0,260.7,511
312284000,2021-01-10 01:38:44,35.98501,126.620735,0,277.2,511
312284000,2021-01-10 01:50:45,35.9850183333333,126.620685,0,274.7,511
312284000,2021-01-10 02:02:44,35.9850233333333,126.620676666667,0,289.5,511
312284000,2021-01-10 02:14:45,35.9850383333333,126.620668333333,0.1,329.6,511
312284000,2021-01-10 02:26:45,35.9850516666667,126.620688333333,0.1,14,511
312284000,2021-01-10 02:38:45,35.9850416666667,126.620683333333,0,248,511
312284000,2021-01-10 02:50:45,35.9850566666667,126.620681666667,0,235.6,511
312284000,2021-01-10 03:02:45,35.985065,126.620695,0,253.5,511
312284000,2021-01-10 03:14:46,35.98503,126.620651666667,0,281.3,511
312284000,2021-01-10 03:26:45,35.98503,126.620658333333,0,269.8,511
312284000,2021-01-10 03:38:46,35.9850466666667,126.620695,0,277.1,511
312284000,2021-01-10 03:50:46,35.9850366666667,126.620666666667,0,281.9,511
312284000,2021-01-10 04:02:45,35.9850516666667,126.620648333333,0,291.7,511
312284000,2021-01-10 04:14:45,35.985035,126.620653333333,0,249.6,511
312284000,2021-01-10 04:26:46,35.9850566666667,126.620661666667,0,294.5,511
312284000,2021-01-10 04:38:46,35.9850316666667,126.62062,0,308.5,511
312284000,2021-01-10 04:50:44,35.9850283333333,126.62066,0,13.3,511
312284000,2021-01-10 05:02:44,35.98503,126.620691666667,0,349.1,511
312284000,2021-01-10 05:14:45,35.9850466666667,126.620698333333,0,275,511
312284000,2021-01-10 05:26:46,35.9850133333333,126.620673333333,0,246.3,511
312284000,2021-01-10 05:38:44,35.9850166666667,126.620705,0,238.9,511
312284000,2021-01-10 05:50:47,35.985015,126.620668333333,0,249.1,511
312284000,2021-01-10 06:02:44,35.9850166666667,126.620683333333,0,247.4,511
312284000,2021-01-10 06:14:45,35.985025,126.620671666667,0,279.4,511
312284000,2021-01-10 06:26:44,35.9850283333333,126.62069,0,297.6,511
312284000,2021-01-10 06:38:44,35.9850266666667,126.620685,0,314,511
312284000,2021-01-10 06:50:45,35.9850166666667,126.620678333333,0,291.7,511
312284000,2021-01-10 07:02:46,35.985025,126.620666666667,0.1,254.2,511
312284000,2021-01-10 07:14:46,35.9850216666667,126.620678333333,0,259.6,511
312284000,2021-01-10 07:26:45,35.9850183333333,126.620673333333,0,269.4,511
312284000,2021-01-10 07:38:46,35.9849883333333,126.620673333333,0,283.5,511
312284000,2021-01-10 07:50:46,35.9850166666667,126.620671666667,0,282.7,511
312284000,2021-01-10 08:02:45,35.9850033333333,126.62067,0.1,231.8,511
312284000,2021-01-10 08:14:45,35.984985,126.62069,0,280,511
312284000,2021-01-10 08:26:44,35.98502,126.620701666667,0.1,279,511
312284000,2021-01-10 08:38:45,35.9849766666667,126.620691666667,0.1,280.4,511
312284000,2021-01-10 08:50:51,35.9849816666667,126.620666666667,0,254.1,511
312284000,2021-01-10 09:02:44,35.9849883333333,126.620683333333,0,255.1,511
312284000,2021-01-10 09:14:44,35.985,126.620691666667,0,259.7,511
312284000,2021-01-10 09:26:45,35.9850133333333,126.620693333333,0,257.4,511
312284000,2021-01-10 09:38:44,35.985,126.620695,0,258.8,511
312284000,2021-01-10 09:50:51,35.98501,126.620641666667,0.1,265.6,511
312284000,2021-01-10 10:02:45,35.9849866666667,126.620673333333,0,256.8,511
312284000,2021-01-10 10:14:44,35.985015,126.620696666667,0,251,511
312284000,2021-01-10 10:26:44,35.985005,126.62071,0,237.5,511
312284000,2021-01-10 10:38:45,35.9850183333333,126.62069,0.1,254.2,511
312284000,2021-01-10 10:50:46,35.9850183333333,126.62069,0.1,253.5,511
312284000,2021-01-10 11:02:45,35.9850316666667,126.620685,0,264.3,511
312284000,2021-01-10 11:14:46,35.9850283333333,126.620691666667,0.1,245.1,511
312284000,2021-01-10 11:26:46,35.9850516666667,126.620678333333,0.1,252.6,511
312284000,2021-01-10 11:38:46,35.98503,126.620663333333,0,251.2,511
312284000,2021-01-10 11:50:46,35.9850316666667,126.62066,0,253.6,511
312284000,2021-01-10 12:02:45,35.9850283333333,126.620671666667,0,252.4,511
312284000,2021-01-10 12:14:45,35.9850366666667,126.620668333333,0.1,278.9,511
312284000,2021-01-10 12:26:45,35.9850316666667,126.620653333333,0,281.3,511
312284000,2021-01-10 12:38:44,35.9850283333333,126.620665,0,304.2,511
312284000,2021-01-10 12:50:45,35.9850283333333,126.620675,0.1,299.9,511
312284000,2021-01-10 13:02:46,35.985025,126.620656666667,0.2,297.2,511
312284000,2021-01-10 13:14:46,35.9850416666667,126.620633333333,0,299.1,511
312284000,2021-01-10 13:26:46,35.98504,126.620708333333,0,278.7,511
312284000,2021-01-10 13:38:46,35.9850233333333,126.620691666667,0,276.1,511
312284000,2021-01-10 13:50:46,35.9850183333333,126.620675,0,265.9,511
312284000,2021-01-10 14:02:47,35.9850066666667,126.620661666667,0,277.4,511
312284000,2021-01-10 14:14:44,35.98504,126.620685,0.1,251.3,511
312284000,2021-01-10 14:26:45,35.9850566666667,126.620688333333,0,281,511
312284000,2021-01-10 14:38:47,35.9850733333333,126.620666666667,0,269.6,511
312284000,2021-01-10 14:50:45,35.9850433333333,126.620671666667,0,232.8,511
312284000,2021-01-10 15:02:45,35.9850366666667,126.620695,0,239.6,511
312284000,2021-01-10 15:14:46,35.9850183333333,126.620681666667,0.1,236.6,511
312284000,2021-01-10 15:26:47,35.9850266666667,126.620665,0,259.4,511
312284000,2021-01-10 15:38:45,35.98504,126.620673333333,0,302.9,511
312284000,2021-01-10 15:50:47,35.98505,126.620673333333,0,273.7,511
312284000,2021-01-10 16:02:44,35.9850766666667,126.620663333333,0,286.8,511
312284000,2021-01-10 16:14:44,35.9850566666667,126.620636666667,0,289.6,511
312284000,2021-01-10 16:26:45,35.9850583333333,126.62066,0.1,298.9,511
312284000,2021-01-10 16:38:45,35.985065,126.620673333333,0,296.9,511
312284000,2021-01-10 16:50:52,35.985055,126.620656666667,0.1,232.9,511
312284000,2021-01-10 17:02:47,35.985065,126.620651666667,0.1,243.3,511
312284000,2021-01-10 17:14:46,35.9850483333333,126.620636666667,0,248.8,511
312284000,2021-01-10 17:26:46,35.98508,126.62068,0,263.8,511
312284000,2021-01-10 17:38:44,35.9850433333333,126.620656666667,0,259.3,511
312284000,2021-01-10 17:50:54,35.9850516666667,126.620655,0,261.6,511
312284000,2021-01-10 18:02:44,35.985075,126.620643333333,0,268.8,511
312284000,2021-01-10 18:14:48,35.9850416666667,126.62066,0,278.7,511
312284000,2021-01-10 18:26:47,35.9850483333333,126.620663333333,0,304.8,511
312284000,2021-01-10 18:38:46,35.98506,126.62063,0,293.9,511
312284000,2021-01-10 18:50:46,35.9850466666667,126.620651666667,0,284.3,511
312284000,2021-01-10 19:02:45,35.9850483333333,126.620655,0,273.4,511
312284000,2021-01-10 19:14:45,35.9850383333333,126.620661666667,0,256.6,511
312284000,2021-01-10 19:26:46,35.9850233333333,126.620653333333,0,289.2,511
312284000,2021-01-10 19:38:46,35.9850383333333,126.620661666667,0,278.2,511
312284000,2021-01-10 19:50:48,35.9850433333333,126.620656666667,0,274.4,511
312284000,2021-01-10 20:02:44,35.9850433333333,126.620641666667,0,256.7,511
312284000,2021-01-10 20:14:46,35.985055,126.620708333333,0,243,511
