조회 기간 : 2021-01-06 00:00:00 ~ 2021-01-06 23:59:59
조회선박 척수 : 1380
MMSI,일시,위도,경도,SOG,COG,Heading
111111111,2021-01-06 00:02:53,37.6925133333333,125.700066666667,0.2,41,480
111111111,2021-01-06 00:14:53,37.69252,125.700066666667,0.3,49.9,480
111111111,2021-01-06 00:26:51,37.6924866666667,125.700066666667,0,0,480
111111111,2021-01-06 00:38:51,37.69243,125.700066666667,0,0,480
111111111,2021-01-06 00:50:50,37.6924633333333,125.700066666667,0.2,126,480
111111111,2021-01-06 01:02:51,37.6924433333333,125.70008,0.2,78,480
111111111,2021-01-06 01:14:52,37.6924,125.70008,0,0,480
111111111,2021-01-06 01:26:52,37.69236,125.700106666667,0.3,192.4,480
111111111,2021-01-06 01:38:52,37.6923733333333,125.700093333333,0.1,0,480
111111111,2021-01-06 01:50:54,37.6923233333333,125.70012,0.1,0,480
111111111,2021-01-06 02:05:52,37.6922666666667,125.700173333333,0.3,182.5,480
111111111,2021-01-06 02:20:53,37.6922133333333,125.70024,0,0,480
111111111,2021-01-06 02:32:54,37.69217,125.70028,0.1,0,480
111111111,2021-01-06 02:44:52,37.6921,125.700413333333,0,0,480
111111111,2021-01-06 02:56:53,37.6920866666667,125.700506666667,0,0,480
111111111,2021-01-06 03:14:55,37.69205,125.700613333333,0.1,0,480
111111111,2021-01-06 03:26:52,37.6920366666667,125.7008,0,0,480
111111111,2021-01-06 03:38:52,37.6920366666667,125.700786666667,0.2,206,480
111111111,2021-01-06 03:50:54,37.6920566666667,125.70092,0.1,0,480
111111111,2021-01-06 04:02:54,37.69214,125.701133333333,0.2,36.6,480
111111111,2021-01-06 04:14:53,37.69219,125.701213333333,0.2,350.3,480
111111111,2021-01-06 04:26:53,37.6922466666667,125.701306666667,0.1,0,480
111111111,2021-01-06 04:41:52,37.69266,125.701453333333,0.1,0,480
111111111,2021-01-06 04:53:53,37.69259,125.701466666667,0.2,165.3,480
111111111,2021-01-06 05:05:52,37.6925333333333,125.70144,0.1,0,480
111111111,2021-01-06 05:23:54,37.69242,125.701466666667,0.1,0,480
111111111,2021-01-06 05:35:53,37.6923866666667,125.70144,0,0,480
111111111,2021-01-06 05:47:56,37.6923866666667,125.70144,0.1,0,480
111111111,2021-01-06 05:59:53,37.6923366666667,125.70144,0.1,0,480
111111111,2021-01-06 06:17:54,37.6925533333333,125.701506666667,0.1,0,480
111111111,2021-01-06 06:29:55,37.69257,125.701493333333,0,0,480
111111111,2021-01-06 06:41:56,37.69259,125.70148,0,0,480
111111111,2021-01-06 06:56:56,37.69257,125.701493333333,0,0,480
111111111,2021-01-06 07:11:55,37.69257,125.701493333333,0,0,480
111111111,2021-01-06 07:23:55,37.69261,125.701493333333,0.1,0,480
111111111,2021-01-06 07:35:58,37.6926033333333,125.70148,0,0,480
111111111,2021-01-06 07:47:54,37.69257,125.701493333333,0,0,480
111111111,2021-01-06 07:59:57,37.6925533333333,125.701493333333,0,0,480
111111111,2021-01-06 08:14:27,37.69196,125.706773333333,9.5,83.2,480
312284000,2021-01-06 00:00:23,34.77199,126.235696666667,10.2,358,511
312284000,2021-01-06 00:10:52,34.8003766666667,126.227316666667,10.1,338.5,511
312284000,2021-01-06 00:20:53,34.8257683333333,126.213783333333,10.2,301.3,511
312284000,2021-01-06 00:31:23,34.8442616666667,126.185553333333,10.3,318.4,511
312284000,2021-01-06 00:41:24,34.8665066666667,126.166698333333,9.8,313.1,511
312284000,2021-01-06 00:51:52,34.88787,126.144121666667,10.5,326.1,511
312284000,2021-01-06 01:02:22,34.9104916666667,126.12215,9.7,332.2,511
312284000,2021-01-06 01:12:23,34.9309333333333,126.110256666667,10.2,313.3,511
312284000,2021-01-06 01:22:52,34.95149,126.0869,9.1,315.8,511
312284000,2021-01-06 01:32:54,34.9709316666667,126.064746666667,9.4,316,511
312284000,2021-01-06 01:43:24,34.9921816666667,126.041158333333,8.9,318.7,511
312284000,2021-01-06 01:53:25,35.01288,126.021835,9.3,337.7,511
312284000,2021-01-06 02:03:51,35.0406466666667,126.012996666667,9.6,341.9,511
312284000,2021-01-06 02:13:54,35.0679733333333,126.006016666667,9.2,353.8,511
