조회 기간 : 2021-01-13 00:00:00 ~ 2021-01-13 23:59:59
조회선박 척수 : 1367
MMSI,일시,위도,경도,SOG,COG,Heading
111111111,2021-01-13 00:02:32,37.69067,125.702866666667,0,0,480
111111111,2021-01-13 00:20:35,37.69079,125.702893333333,0.3,273.9,480
111111111,2021-01-13 00:32:34,37.6907733333333,125.702893333333,0.2,271.4,480
111111111,2021-01-13 00:44:32,37.69076,125.702893333333,0.1,0,480
111111111,2021-01-13 01:02:33,37.6907666666667,125.70292,0.2,258.7,480
111111111,2021-01-13 01:17:31,37.6907733333333,125.702906666667,0.3,119.9,480
111111111,2021-01-13 01:41:31,37.6907833333333,125.702906666667,0,0,480
111111111,2021-01-13 01:56:36,37.69081,125.702906666667,0.5,93.7,480
111111111,2021-01-13 02:23:34,37.6907966666667,125.702893333333,0.1,0,480
111111111,2021-01-13 02:38:08,32.26895,125.17968,10,144.3,511
111111111,2021-01-13 02:48:08,32.24809,125.201786666667,10.3,128.6,511
111111111,2021-01-13 02:58:38,32.22693,125.227813333333,10,134.8,511
111111111,2021-01-13 03:09:08,32.2093766666667,125.257626666667,9.8,109.7,511
111111111,2021-01-13 03:19:38,32.1907233333333,125.2848,9.7,139.3,511
111111111,2021-01-13 03:31:08,32.16795,125.310973333333,10.2,128.5,511
111111111,2021-01-13 03:44:38,32.1464466666667,125.346973333333,10.4,124.5,511
111111111,2021-01-13 04:00:38,32.11561,125.384933333333,10.3,122.9,511
111111111,2021-01-13 09:20:46,34.3356933333333,124.728546666667,1.6,217.2,480
111111111,2021-01-13 09:30:53,34.33544,124.72992,0.8,157.8,480
111111111,2021-01-13 11:43:04,34.3861933333333,124.7566,3.3,357.7,511
111111111,2021-01-13 18:23:08,37.6936333333333,125.717746666667,11.9,255.3,511
111111111,2021-01-13 18:34:36,37.69002,125.69152,6.3,266.1,480
111111111,2021-01-13 18:45:36,37.6838166666667,125.65508,10.4,249,480
111111111,2021-01-13 22:00:49,34.2647666666667,124.7286,3,172.5,480
111111111,2021-01-13 22:14:19,34.2546,124.728053333333,2.5,162,480
111111111,2021-01-13 22:27:22,34.24508,124.72752,2.7,185.4,480
111111111,2021-01-13 22:42:22,34.23454,124.72712,2.7,195.9,480
111111111,2021-01-13 22:52:31,34.22787,124.726813333333,2.4,150.4,480
111111111,2021-01-13 23:11:26,34.2221733333333,124.723133333333,3.7,353.4,480
111111111,2021-01-13 23:41:56,34.2303,124.719413333333,0.8,305.7,480
229710000,2021-01-13 00:01:22,36.9766833333333,126.828516666667,0,50.7,330
229710000,2021-01-13 00:13:22,36.9766983333333,126.828501666667,0,50.7,330
229710000,2021-01-13 00:31:14,36.9767,126.828518333333,0,50.7,330
229710000,2021-01-13 00:43:21,36.9766633333333,126.82855,0,50.7,330
229710000,2021-01-13 00:55:20,36.97668,126.82854,0,50.7,330
229710000,2021-01-13 01:07:23,36.97668,126.82854,0,50.7,330
229710000,2021-01-13 01:19:23,36.9766733333333,126.828546666667,0,50.7,330
229710000,2021-01-13 01:31:22,36.9766816666667,126.82854,0,50.7,330
229710000,2021-01-13 01:49:23,36.976695,126.828538333333,0,50.7,330
229710000,2021-01-13 02:01:22,36.9766666666667,126.828535,0,50.7,330
229710000,2021-01-13 02:13:23,36.976685,126.828525,0,50.7,330
229710000,2021-01-13 02:25:14,36.9766833333333,126.828555,0,50.7,330
229710000,2021-01-13 02:37:15,36.97668,126.828538333333,0,50.7,330
229710000,2021-01-13 02:49:19,36.9766966666667,126.828541666667,0,50.7,330
229710000,2021-01-13 03:04:20,36.976695,126.828551666667,0,50.7,330
229710000,2021-01-13 03:16:20,36.9766933333333,126.828531666667,0,50.7,330
229710000,2021-01-13 03:31:20,36.9766866666667,126.828533333333,0,50.7,330
229710000,2021-01-13 03:43:21,36.976695,126.82855,0,50.7,330
229710000,2021-01-13 03:58:19,36.9767183333333,126.828541666667,0,50.7,330
229710000,2021-01-13 04:10:18,36.9766833333333,126.828543333333,0,50.7,330
229710000,2021-01-13 04:22:20,36.9766816666667,126.82855,0,50.7,330
229710000,2021-01-13 04:34:19,36.9766733333333,126.828543333333,0,50.7,330
229710000,2021-01-13 04:46:16,36.9766783333333,126.828546666667,0,50.7,330
229710000,2021-01-13 04:58:19,36.9766783333333,126.828523333333,0,50.7,330
229710000,2021-01-13 05:13:17,36.97669,126.82855,0,50.7,330
229710000,2021-01-13 05:25:18,36.9766816666667,126.828546666667,0,50.7,330
229710000,2021-01-13 05:37:21,36.97667,126.828546666667,0,50.7,330
229710000,2021-01-13 05:49:19,36.976695,126.828538333333,0,50.7,330
229710000,2021-01-13 06:01:21,36.9766966666667,126.828543333333,0,50.7,330
229710000,2021-01-13 06:13:22,36.9766883333333,126.828538333333,0,50.7,330
229710000,2021-01-13 06:25:21,36.976685,126.828545,0,50.7,330
229710000,2021-01-13 06:37:22,36.976695,126.828536666667,0,50.7,330
