조회 기간 : 2021-01-05 00:00:00 ~ 2021-01-05 23:59:59
조회선박 척수 : 1398
MMSI,일시,위도,경도,SOG,COG,Heading
111111111,2021-01-05 00:00:38,37.6896266666667,125.686266666667,0.7,251,480
111111111,2021-01-05 00:15:08,37.6907766666667,125.688106666667,5.3,56.7,511
111111111,2021-01-05 00:29:35,37.6908666666667,125.687866666667,0.3,262.5,480
111111111,2021-01-05 00:47:36,37.6904166666667,125.68672,0.1,0,480
111111111,2021-01-05 00:59:38,37.6903466666667,125.686733333333,0,0,480
111111111,2021-01-05 01:14:38,37.69165,125.696586666667,0,0,480
111111111,2021-01-05 01:41:36,37.6917833333333,125.69652,0.1,0,480
111111111,2021-01-05 02:02:38,37.69156,125.69664,0,0,480
111111111,2021-01-05 02:14:39,37.69142,125.696773333333,0.1,0,480
111111111,2021-01-05 02:26:36,37.6913433333333,125.696906666667,0.1,0,480
111111111,2021-01-05 02:47:39,37.69126,125.697253333333,0.1,0,480
111111111,2021-01-05 02:59:38,37.69128,125.69744,0.2,139.6,480
111111111,2021-01-05 03:17:40,37.6913066666667,125.697493333333,0.1,0,480
111111111,2021-01-05 03:32:37,37.69133,125.6976,0,0,480
111111111,2021-01-05 03:44:37,37.6913833333333,125.69768,0,0,480
111111111,2021-01-05 03:56:41,37.6914133333333,125.697746666667,0.1,0,480
111111111,2021-01-05 04:08:40,37.69144,125.697866666667,0.1,0,480
111111111,2021-01-05 04:20:37,37.6915166666667,125.697946666667,0.1,0,480
111111111,2021-01-05 04:32:39,37.6915333333333,125.697986666667,0,0,480
111111111,2021-01-05 04:44:38,37.69161,125.698,0,0,480
111111111,2021-01-05 05:02:39,37.6916166666667,125.698013333333,0.1,0,480
111111111,2021-01-05 05:14:39,37.69161,125.698013333333,0.4,102.7,480
111111111,2021-01-05 05:26:40,37.6916166666667,125.698026666667,0.2,81.9,480
111111111,2021-01-05 05:38:41,37.6915233333333,125.69796,0.1,0,480
111111111,2021-01-05 05:50:42,37.6915933333333,125.698,0.1,0,480
111111111,2021-01-05 06:02:38,37.69172,125.698066666667,0,0,480
111111111,2021-01-05 06:17:38,37.6917066666667,125.698053333333,0.2,112.3,480
111111111,2021-01-05 06:32:39,37.6917366666667,125.698066666667,0.2,99.4,480
