사건번호,사건명,해양사고종류1,해양사고발생(년도),해양사고발생(월),해양사고발생(일),해양사고발생(시),해양사고발생(분),해양사고발생시간대,계절,해양사고장소(위),해양사고장소(위도),해양사고장소(위분),해양사고장소(위초),해양사고장소(경),해양사고장소(경도),해양사고장소(경분),해양사고장소(경초),해양사고발생지역(대),해양사고발생지역(중),해양사고발생지역(통계용),선박명,선박중요도,선박톤수,톤수범위(통계용),선박용도(통계용),사망합계(선원_여객_기타),실종합계(선원_여객_기타),인명피해합계(사망_실종),부상합계(선원_여객_기타),총합(사망_실종_부상)
MP-2021-0052,어선 포인트호 부유물감김사건,부유물감김,2020,12,3,13,5,12-16시,겨울,북,N33,38,36,동,E126,17,13,국내,남해영해,남해영해,포인트호,1,4.45,3~5톤미만,어선,0,0,0,0,0
MP-2021-0051,어선 일진호 기관손상사건,기관손상,2020,12,1,12,13,12-16시,겨울,북,N33,36,0,동,E126,44,0,국내,남해영해,남해영해,일진호,1,3.28,3~5톤미만,어선,0,0,0,0,0
MP-2021-0050,어선 블루마린호 기관손상사건,기관손상,2020,12,29,3,55,0-4시,겨울,북,N33,35,0,동,E126,7,0,국내,남해영해,남해영해,블루마린호,1,3.36,3~5톤미만,어선,0,0,0,0,0
MP-2021-0049,모터보트 용이호 기관손상사건,기관손상,2020,12,10,12,10,12-16시,겨울,북,N33,31,0,동,E126,26,0,국내,남해영해,남해영해,용이호,1,3.21,3~5톤미만,수상레저기구,0,0,0,0,0
MP-2021-0048,어선 친선호 기관손상사건,기관손상,2020,12,26,13,30,12-16시,겨울,북,N33,51,0,동,E126,35,0,국외,남해공해,남해공해,친선호,1,5.29,5~10톤미만,어선,0,0,0,0,0
MP-2021-0047,어선 제66함성호 조타장치손상사건,조타장치손상,2020,12,28,18,22,16-20시,겨울,북,N33,13,30,동,E126,34,58,국내,남해영해,남해영해,제66함성호,1,29,25~30톤미만,어선,0,0,0,0,0
MP-2021-0046,모터보트 유리호 기관손상사건,기관손상,2020,12,28,14,30,12-16시,겨울,북,N33,10,10,동,E126,15,26,국내,남해영해,남해영해,유리호,1,3.32,3~5톤미만,수상레저기구,0,0,0,0,0
MP-2021-0045,어선 선진호 기관손상사건,기관손상,2020,12,18,12,20,12-16시,겨울,북,N33,10,0,동,E126,15,0,국내,남해영해,남해영해,선진호,1,4.98,3~5톤미만,어선,0,0,0,0,0
MP-2021-0044,어선 부영호 운항저해사건,운항저해,2020,12,15,13,21,12-16시,겨울,북,N34,48,52,동,E126,19,46,국내,서해영해,서해영해,부영호,1,2.57,2~3톤미만,어선,0,0,0,0,0
MP-2021-0043,어선 삼성호 기관손상사건,기관손상,2020,12,16,13,30,12-16시,겨울,북,N33,15,24,동,E126,42,19,국내,남해영해,남해영해,삼성호,1,4.29,3~5톤미만,어선,0,0,0,0,0
MP-2021-0042,어선 금영호 기관손상사건,기관손상,2020,12,12,6,39,4-8시,겨울,북,N33,25,0,동,E127,8,0,국내,남해영해,남해영해,금영호,1,9.77,5~10톤미만,어선,0,0,0,0,0
MP-2021-0037,일반화물선 금영레드포스 부두접촉사건,접촉,2020,12,30,3,15,0-4시,겨울,북,N34,46,24,동,E126,23,42,국내,서해영해,서해영해,금영레드포스,1,3565,"1,000~5,000톤미만",화물선,0,0,0,0,0
MP-2021-0007,모터보트 대성아일랜드호 침수사건,침수,2020,12,3,16,40,16-20시,겨울,북,N33,31,35,동,E126,33,57,국내,개항 및 진입수로,"제주항, 서귀포항",대성아일랜드,1,1.23,1~2톤미만,수상레저기구,0,0,0,0,0
MP-2021-0005,모터보트 207신영호 운항저해사건,운항저해,2020,12,30,11,2,8-12시,겨울,북,N33,31,35,동,E126,33,56,국내,개항 및 진입수로,"제주항, 서귀포항",207신영호,1,2.24,2~3톤미만,수상레저기구,0,0,0,0,0
MP-2021-0004,어선 제201청해호 양식장손상사건,시설물손상,2020,12,29,7,2,4-8시,겨울,북,N34,11,4,동,E126,49,18,국내,남해영해,남해영해,제201청해호,1,139,100~500톤미만,어선,0,0,0,0,0
MP-2021-0003,어선 성안호/모터보트 동해호 충돌사건,충돌,2020,12,28,8,13,8-12시,겨울,북,N33,13,31,동,E126,36,19,국내,남해영해,남해영해,동해호,2,1.24,1~2톤미만,수상레저기구,0,0,0,0,0
MP-2021-0003,어선 성안호/모터보트 동해호 충돌사건,충돌,2020,12,28,8,13,8-12시,겨울,북,N33,13,31,동,E126,36,19,국내,남해영해,남해영해,성안호,1,7.31,5~10톤미만,어선,0,0,0,0,0
MP-2021-0002,낚시어선 제주엠제이호 기관손상사건,기관손상,2020,12,28,13,5,12-16시,겨울,북,N33,36,5,동,E126,7,57,국내,남해영해,남해영해,제주엠제이호,1,7.31,5~10톤미만,어선,0,0,0,0,0
MP-2021-0001,예인선 지원3호 운항저해사건,운항저해,2020,12,29,22,41,20-24시,겨울,북,N34,59,48,동,E126,0,46,국내,남해영해,남해영해,지원3호,1,124,100~500톤미만,예인선,0,0,0,0,0
MP-2020-1434,어선 제32명민호 전복사건,전복,2020,12,29,16,3,16-20시,겨울,북,N33,32,49,동,E126,31,41,국내,남해영해,남해영해,제32명민호,1,39,30~50톤미만,어선,0,7,7,0,7
MP-2020-1433,어선 덕용호 부유물감김사건,부유물감김,2020,12,28,7,0,4-8시,겨울,북,N33,32,0,동,E126,32,0,국내,남해영해,남해영해,덕용호,1,4.68,3~5톤미만,어선,0,0,0,0,0
MP-2020-1430,모터보트 아루타니스호 기관손상사건,기관손상,2020,12,26,8,11,8-12시,겨울,북,N34,24,11,동,E126,39,47,국내,서해영해,서해영해,아루타니스호,1,1,1~2톤미만,수상레저기구,0,0,0,0,0
MP-2020-1429,어선 선영호 부유물감기사건,부유물감김,2020,12,26,7,30,4-8시,겨울,북,N33,32,15,동,E126,51,27,국내,남해영해,남해영해,선영호,1,9.77,5~10톤미만,어선,0,0,0,0,0
MP-2020-1428,낚시어선 윤희호 부유물감김사건,부유물감김,2020,12,26,7,37,4-8시,겨울,북,N34,39,6,동,E127,42,38,국내,남해영해,남해영해,윤희호,1,1.98,1~2톤미만,어선,0,0,0,0,0
MP-2020-1427,어선 버블호 침수사건,침수,2020,12,25,18,40,16-20시,겨울,북,N33,28,15,동,E126,55,44,국내,남해영해,남해영해,버블호,1,3.3,3~5톤미만,어선,0,0,0,0,0
MP-2020-1426,예인선 덕산202호 양식장손상사건,접촉,2020,12,24,18,49,16-20시,겨울,북,N34,48,50,동,E126,10,26,국내,서해영해,서해영해,덕산202호,1,48,30~50톤미만,예인선,0,0,0,0,0
MP-2020-1425,어선 제206금성호/어선 제601평진호 충돌사건,충돌,2020,12,24,9,10,8-12시,겨울,북,N33,28,49,동,E126,57,33,국내,남해영해,남해영해,제601평진호,2,53,50~100톤미만,어선,0,0,0,0,0
MP-2020-1425,어선 제206금성호/어선 제601평진호 충돌사건,충돌,2020,12,24,9,10,8-12시,겨울,북,N33,28,49,동,E126,57,33,국내,남해영해,남해영해,제206금성호,1,319,100~500톤미만,어선,0,0,0,0,0
MP-2020-1424,모터보트 이호1820호 운항저해사건,운항저해,2020,12,23,16,5,16-20시,겨울,북,N33,28,14,동,E126,20,41,국내,남해영해,남해영해,이호1820호,1,9.16,5~10톤미만,수상레저기구,0,0,0,0,0
MP-2020-1423,모터보트 썬스타호 기관손상사건,기관손상,2020,12,23,15,20,12-16시,겨울,북,N33,55,12,동,E126,54,34,국내,남해영해,남해영해,썬스타호,1,1,1~2톤미만,수상레저기구,0,0,0,0,0
MP-2020-1422,어선 제201해금호/어선 삼흥호 충돌사건,충돌,2020,12,23,13,50,12-16시,겨울,북,N33,35,0,동,E126,48,0,국내,남해영해,남해영해,삼흥호,2,3.3,3~5톤미만,어선,0,0,0,0,0
MP-2020-1422,어선 제201해금호/어선 삼흥호 충돌사건,충돌,2020,12,23,13,50,12-16시,겨울,북,N33,35,0,동,E126,48,0,국내,남해영해,남해영해,201해금호,1,183,100~500톤미만,어선,0,0,0,0,0
MP-2020-1421,예인선 금호스타호 해양오염사건,해양오염,2020,12,22,16,22,16-20시,겨울,북,N35,9,0,동,E126,22,0,국내,서해영해,서해영해,금호스타호,1,29,25~30톤미만,예인선,0,0,0,0,0
MP-2020-1420,낚시어선 해성피싱호 부유물감김사건,부유물감김,2020,12,22,16,18,16-20시,겨울,북,N33,47,0,동,E126,37,0,국외,남해공해,남해공해,해성피싱호,1,7.93,5~10톤미만,어선,0,0,0,0,0
MP-2020-1419,어선 제77성진호 부유물감김사건,부유물감김,2020,12,22,16,8,16-20시,겨울,북,N33,47,0,동,E126,44,0,국외,남해공해,남해공해,77성진호,1,13,10~15톤미만,어선,0,0,0,0,0
MP-2020-1416,어선 성공호 기관손상사건,기관손상,2020,12,21,12,28,12-16시,겨울,북,N34,26,53,동,E127,5,28,국내,남해영해,남해영해,성공호,1,1.6,1~2톤미만,어선,0,0,0,0,0
MP-2020-1415,낚시어선 케이디호/어선 해인호 충돌사건,충돌,2020,12,22,5,42,4-8시,겨울,북,N34,3,0,동,E127,17,35,국내,남해영해,남해영해,해인호,2,3.53,3~5톤미만,어선,0,0,0,0,0
MP-2020-1415,낚시어선 케이디호/어선 해인호 충돌사건,충돌,2020,12,22,5,42,4-8시,겨울,북,N34,3,0,동,E127,17,35,국내,남해영해,남해영해,케이디호,1,9.77,5~10톤미만,어선,0,0,0,0,0
MP-2020-1414,선원미상 어선 선원사망사건,안전사고,2020,12,22,12,48,12-16시,겨울,북,N34,17,40,동,E126,0,0,국내,남해영해,남해영해,선명미상,1,1,1~2톤미만,어선,1,0,1,0,1
MP-2020-1413,모터보트 신성호 침수사건,침수,2020,12,22,9,56,8-12시,겨울,북,N34,44,39,동,E127,40,19,국내,남해영해,남해영해,신성호,1,6.07,5~10톤미만,수상레저기구,0,0,0,0,0
MP-2020-1412,어선 제2008이화호 기관손상사건,기관손상,2020,12,16,12,46,12-16시,겨울,북,N34,40,50,동,E126,13,3,국내,서해영해,서해영해,제2008이화호,1,40,30~50톤미만,어선,0,0,0,0,0
MP-2020-1410,기타선 성용607호 침수사건,침수,2020,12,15,10,0,8-12시,겨울,북,N34,43,27,동,E127,43,0,국내,남해영해,남해영해,성용607호,1,108,100~500톤미만,유조선,0,0,0,0,0
MP-2020-1409,선명미상 부선외1척 화재사건,화재,2020,12,15,7,17,4-8시,겨울,북,N34,52,33,동,E127,37,4,국내,남해영해,남해영해,선명미상 부선,1,3,3~5톤미만,기타선,0,0,0,0,0
MP-2020-1408,일반화물선 삼진선우호/어선 903청룡호 충돌사건,충돌,2020,12,15,10,55,8-12시,겨울,북,N34,19,5,동,E126,45,54,국내,개항 및 진입수로,기타개항,903청룡호,2,72,50~100톤미만,어선,0,0,0,0,0
MP-2020-1408,일반화물선 삼진선우호/어선 903청룡호 충돌사건,충돌,2020,12,15,10,55,8-12시,겨울,북,N34,19,5,동,E126,45,54,국내,개항 및 진입수로,기타개항,삼진선우호,1,2300,"1,000~5,000톤미만",화물선,0,0,0,0,0
MP-2020-1407,어선 한빛호 침수사건,침수,2020,12,15,7,39,4-8시,겨울,북,N33,32,50,동,E126,39,40,국내,개항 및 진입수로,"제주항, 서귀포항",한빛호,1,4,3~5톤미만,어선,0,0,0,0,0
MP-2020-1406,모터보트 감성호  침몰사건,침몰,2020,12,15,17,26,16-20시,겨울,북,N34,34,45,동,E127,44,13,국내,남해영해,남해영해,감성호,1,1.71,1~2톤미만,수상레저기구,0,0,0,0,0
MP-2020-1404,예인선 서진호 기관손상사건,기관손상,2020,12,20,0,6,0-4시,겨울,북,N34,41,0,동,E126,15,0,국내,서해영해,서해영해,서진호,1,63,50~100톤미만,예인선,0,0,0,0,0
MP-2020-1403,어선 105매일호 부유물감김사건,부유물감김,2020,12,19,3,40,0-4시,겨울,북,N33,4,0,동,E127,30,0,국외,남해공해,남해공해,105매일호,1,29,25~30톤미만,어선,0,0,0,0,0
MP-2020-1402,모터보트 뭉치호 침수사건,침수,2020,12,19,7,31,4-8시,겨울,북,N34,27,51,동,E127,26,56,국내,개항 및 진입수로,"여수항, 광양항 및 진입수로",뭉치호,1,0.55,1톤미만,수상레저기구,0,0,0,0,0
MP-2020-1401,어선 제808우정호 부유물감김사건,부유물감김,2020,12,19,0,50,0-4시,겨울,북,N33,26,0,동,E127,2,0,국내,남해영해,남해영해,제808우정호,1,29,25~30톤미만,어선,0,0,0,0,0
MP-2020-1400,예인선 303고려호 조타장치손상사건,조타장치손상,2020,12,18,19,25,16-20시,겨울,북,N34,27,0,동,E126,4,0,국내,서해영해,서해영해,303고려호,1,84,50~100톤미만,예인선,0,0,0,0,0
MP-2020-1399,낚시어선 골드비너스호 추진축계손상사건,추진축계손상,2020,12,18,15,10,12-16시,겨울,북,N33,55,0,동,E127,5,0,국내,남해영해,남해영해,골드비너스호,1,9.77,5~10톤미만,어선,0,0,0,0,0
MP-2020-1398,어선 해룡호 부유물감김사건,부유물감김,2020,12,17,22,30,20-24시,겨울,북,N33,5,0,동,E127,35,0,국외,남해공해,남해공해,해룡호,1,29,25~30톤미만,어선,0,0,0,0,0
MP-2020-1396,어선 제102영선호 기관손상사건,기관손상,2020,12,16,7,40,4-8시,겨울,북,N32,59,0,동,E126,43,0,국외,남해공해,남해공해,제102영선호,1,45,30~50톤미만,어선,0,0,0,0,0
MP-2020-1395,모터보트 신영호 침몰사건,침몰,2020,12,15,17,26,16-20시,겨울,북,N34,34,45,동,E127,44,13,국내,개항 및 진입수로,"여수항, 광양항 및 진입수로",신영호,1,0.84,1톤미만,수상레저기구,0,0,0,0,0
MP-2020-1394,어선 순심호/어선 다미호 충돌사건,충돌,2020,12,17,16,1,16-20시,겨울,북,N33,40,27,동,E126,17,51,국내,개항 및 진입수로,"제주항, 서귀포항",다미호,2,5.16,5~10톤미만,어선,0,0,0,0,0
MP-2020-1394,어선 순심호/어선 다미호 충돌사건,충돌,2020,12,17,16,1,16-20시,겨울,북,N33,40,27,동,E126,17,51,국내,개항 및 진입수로,"제주항, 서귀포항",순심호,1,5.24,5~10톤미만,어선,0,0,0,1,1
MP-2020-1393,어선 세림호 기관손상사건,기관손상,2020,12,17,13,21,12-16시,겨울,북,N34,49,0,동,E126,19,0,국내,서해영해,서해영해,세림호,1,3.93,3~5톤미만,어선,0,0,0,0,0
MP-2020-1391,일반화물선 동아2호/어선 101우일호 충돌사건,충돌,2020,12,15,4,28,4-8시,겨울,북,N33,50,0,동,E127,0,0,국외,남해공해,남해공해,101우일호,2,135,100~500톤미만,어선,0,0,0,0,0
MP-2020-1391,일반화물선 동아2호/어선 101우일호 충돌사건,충돌,2020,12,15,4,28,4-8시,겨울,북,N33,50,0,동,E127,0,0,국외,남해공해,남해공해,동아2호,1,1581,"1,000~5,000톤미만",화물선,0,0,0,0,0
MP-2020-1390,모터보트 해무호 침수사건,침수,2020,12,14,12,50,12-16시,겨울,북,N34,44,9,동,E127,40,23,국내,개항 및 진입수로,"여수항, 광양항 및 진입수로",해무호,1,1.9,1~2톤미만,수상레저기구,0,0,0,0,0
MP-2020-1389,어선 베드로2호 침수사건,침수,2020,12,13,18,20,16-20시,겨울,북,N34,37,54,동,E127,10,39,국내,남해영해,남해영해,베드로2호,1,1.93,1~2톤미만,어선,0,0,0,0,0
MP-2020-1388,낚시어선 추자피싱2호/모터보트 진명2호 충돌사건,충돌,2020,12,13,11,50,8-12시,겨울,북,N33,56,21,동,E126,18,22,국내,남해영해,남해영해,진명2호,2,2.74,2~3톤미만,수상레저기구,0,0,0,4,4
MP-2020-1388,낚시어선 추자피싱2호/모터보트 진명2호 충돌사건,충돌,2020,12,13,11,50,8-12시,겨울,북,N33,56,21,동,E126,18,22,국내,남해영해,남해영해,추자피싱2호,1,7.93,5~10톤미만,어선,0,0,0,0,0
MP-2020-1387,모래채취운반선 2대복호 운항저해사건,운항저해,2020,12,14,7,33,4-8시,겨울,북,N34,42,50,동,E126,21,23,국내,서해영해,서해영해,2대복호,1,1538,"1,000~5,000톤미만",화물선,0,0,0,0,0
MP-2020-1386,세일링요트 카콜 운항저해사건,운항저해,2020,12,13,16,50,16-20시,겨울,북,N34,44,5,동,E127,44,29,국내,남해영해,남해영해,카콜,1,4,3~5톤미만,수상레저기구,0,0,0,0,0
MP-2020-1385,낚시어선 아가미호 부유물감김사건,부유물감김,2020,12,13,14,23,12-16시,겨울,북,N34,34,11,동,E127,42,25,국내,남해영해,남해영해,아가미호,1,9.77,5~10톤미만,어선,0,0,0,0,0
MP-2020-1384,모터보트 드래곤호 부유물감김사건,부유물감김,2020,12,13,13,48,12-16시,겨울,북,N33,34,0,동,E126,41,0,국내,남해영해,남해영해,드래곤호,1,4.97,3~5톤미만,수상레저기구,0,0,0,0,0
MP-2020-1383,어선 선명호 운항저해사건,운항저해,2020,12,13,13,33,12-16시,겨울,북,N34,30,48,동,E127,10,0,국내,남해영해,남해영해,선명호,1,1.04,1~2톤미만,어선,0,0,0,0,0
MP-2020-1382,어선 신광호 추진축계손상사건,기관손상,2020,12,12,18,6,16-20시,겨울,북,N34,35,0,동,E126,16,0,국내,서해영해,서해영해,신광호,1,7.31,5~10톤미만,어선,0,0,0,0,0
MP-2020-1381,어선 제708우리호/어선 제909민성호 충돌사건,충돌,2020,12,12,15,0,12-16시,겨울,북,N33,28,0,동,E127,3,0,국내,남해영해,남해영해,제909민성호,2,29,25~30톤미만,어선,0,0,0,0,0
MP-2020-1381,어선 제708우리호/어선 제909민성호 충돌사건,충돌,2020,12,12,15,0,12-16시,겨울,북,N33,28,0,동,E127,3,0,국내,남해영해,남해영해,제708우리호,1,29,25~30톤미만,어선,0,0,0,1,1
MP-2020-1380,낚시어선 재순호 기관손상사건,기관손상,2020,12,12,12,23,12-16시,겨울,북,N34,22,15,동,E126,59,30,국내,남해영해,남해영해,재순호,1,1.35,1~2톤미만,어선,0,0,0,0,0
MP-2020-1379,무등록선 기관손상사건,기관손상,2020,12,12,9,8,8-12시,겨울,북,N34,46,4,동,E127,33,0,국내,남해영해,남해영해,무등록선박,1,0.8,1톤미만,수상레저기구,0,0,0,0,0
MP-2020-1378,모터보트 모모호 기관손상사건,기관손상,2020,12,11,9,57,8-12시,겨울,북,N34,48,0,동,E126,20,0,국내,서해영해,서해영해,모모호,1,0.84,1톤미만,수상레저기구,0,0,0,0,0
MP-2020-1377,예인선 희진호 부유물감김사건,부유물감김,2020,12,11,23,36,20-24시,겨울,북,N34,33,30,동,E126,20,4,국내,남해영해,남해영해,희진호,1,82.67,50~100톤미만,예인선,0,0,0,0,0
MP-2020-1376,모터보트 모이라호 기관손상사건,기관손상,2020,12,11,6,20,4-8시,겨울,북,N33,37,0,동,E126,24,0,국내,남해영해,남해영해,모이라호,1,4.11,3~5톤미만,수상레저기구,0,0,0,0,0
MP-2020-1375,어선 기흥호 좌초사건,좌초,2020,12,9,9,41,8-12시,겨울,북,N34,35,37,동,E127,36,19,국내,남해영해,남해영해,기흥호,1,7.93,5~10톤미만,어선,0,0,0,1,1
MP-2020-1372,어선 일광호 부유물감김사건,부유물감김,2020,12,10,12,4,12-16시,겨울,북,N32,46,0,동,E125,56,0,국외,남해공해,남해공해,일광호,1,78,50~100톤미만,어선,0,0,0,0,0
MP-2020-1371,무등록선 진복호 침몰사건,침몰,2020,12,8,16,57,16-20시,겨울,북,N34,19,28,동,E127,21,0,국내,남해영해,남해영해,진복호,1,1,1~2톤미만,수상레저기구,1,0,1,1,2
MP-2020-1370,어선 재창호 기관손상사건,기관손상,2020,12,8,21,42,20-24시,겨울,북,N33,57,15,동,E126,18,14,국내,남해영해,남해영해,재창호,1,5.7,5~10톤미만,어선,0,0,0,0,0
MP-2020-1369,어선 505공진호 기관손상사건,기관손상,2020,12,8,8,42,8-12시,겨울,북,N33,37,4,동,E126,57,13,국내,남해영해,남해영해,505공진호,1,9.77,5~10톤미만,어선,0,0,0,0,0
MP-2020-1368,어선 207우진호/모터보트 서진호 충돌사건,충돌,2020,12,8,14,13,12-16시,겨울,북,N33,29,11,동,E126,58,7,국내,남해영해,남해영해,서진호,2,1.85,1~2톤미만,수상레저기구,0,0,0,0,0
MP-2020-1368,어선 207우진호/모터보트 서진호 충돌사건,충돌,2020,12,8,14,13,12-16시,겨울,북,N33,29,11,동,E126,58,7,국내,남해영해,남해영해,207우진호,1,20,20~25톤미만,어선,0,0,0,0,0
MP-2020-1367,어선 205만길호 기관손상사건,기관손상,2020,12,8,15,8,12-16시,겨울,북,N34,46,24,동,E125,47,0,국내,서해영해,서해영해,205만길호,1,9.77,5~10톤미만,어선,0,0,0,0,0
MP-2020-1366,어선 제626금복호 추진축계손상사건,추진축계손상,2020,12,6,13,0,12-16시,겨울,북,N32,24,0,동,E127,23,0,국외,남해공해,남해공해,제626금복호,1,50,50~100톤미만,어선,0,0,0,0,0
MP-2020-1364,어선 해금호 선원실종사건,안전사고,2020,12,4,12,32,12-16시,겨울,북,N34,9,33,동,E126,48,59,국내,남해영해,남해영해,해금호,1,9.77,5~10톤미만,어선,0,1,1,0,1
MP-2020-1363,어선 제2006영풍호 부유물감김사건,부유물감김,2020,12,6,11,40,8-12시,겨울,북,N33,23,0,동,E127,29,0,국외,남해공해,남해공해,제2006영풍호,1,29,25~30톤미만,어선,0,0,0,0,0
MP-2020-1362,어선 빅토리호 기관손상사건,기관손상,2020,12,6,20,3,20-24시,겨울,북,N34,23,34,동,E127,27,38,국내,남해영해,남해영해,빅토리호,1,4.97,3~5톤미만,어선,0,0,0,0,0
MP-2020-1360,어선 2005풍경호 부유물감김사건,부유물감김,2020,12,5,14,32,12-16시,겨울,북,N32,25,0,동,E127,16,0,국외,남해공해,남해공해,2005풍경호,1,26,25~30톤미만,어선,0,0,0,0,0
MP-2020-1359,어선 제3006신광호 좌초사건,좌초,2020,12,6,8,20,8-12시,겨울,북,N34,41,10,동,E127,41,58,국내,남해영해,남해영해,제3006신광호,1,82,50~100톤미만,어선,0,0,0,0,0
MP-2020-1358,모터보트 하이베어호 추진축계손상사건,추진축계손상,2020,12,5,12,5,12-16시,겨울,북,N34,14,34,동,E126,45,6,국내,남해영해,남해영해,하이베어호,1,2.1,2~3톤미만,수상레저기구,0,0,0,0,0
MP-2020-1357,어선 하나2호 화재사건,화재,2020,12,5,13,49,12-16시,겨울,북,N34,31,23,동,E127,12,12,국내,남해영해,남해영해,하나2호,1,1.09,1~2톤미만,어선,0,0,0,0,0
MP-2020-1355,어선 호산나호 추진축계손상사건,추진축계손상,2020,12,3,17,13,16-20시,겨울,북,N34,33,32,동,E127,41,1,국내,개항 및 진입수로,"여수항, 광양항 및 진입수로",호산나호,1,4.42,3~5톤미만,어선,0,0,0,0,0
MP-2020-1354,어선 제3삼영호 침수사건,침수,2020,12,3,12,0,12-16시,겨울,북,N33,57,37,동,E126,17,54,국내,남해영해,남해영해,제3삼영호,1,6.67,5~10톤미만,어선,0,0,0,0,0
MP-2020-1353,낚시어선 이어도호 기관손상사건,기관손상,2020,12,6,7,20,4-8시,겨울,북,N33,29,2,동,E126,56,7,국내,남해영해,남해영해,이어도호,1,3,3~5톤미만,어선,0,0,0,0,0
MP-2020-1352,모터보트 조코호 운항저해사건,운항저해,2020,12,2,15,26,12-16시,겨울,북,N34,36,31,동,E127,39,1,국내,남해영해,남해영해,조코호,1,1.8,1~2톤미만,수상레저기구,0,0,0,0,0
MP-2020-1351,어선 금성호 조타장치손상사건,조타장치손상,2020,12,2,16,7,16-20시,겨울,북,N33,34,0,동,E126,36,0,국내,남해영해,남해영해,금성호,1,9.77,5~10톤미만,어선,0,0,0,0,0
MP-2020-1350,어선 남해호 부유물감김사건,부유물감김,2020,12,2,22,35,20-24시,겨울,북,N33,30,0,동,E126,14,0,국내,남해영해,남해영해,남해호,1,5.6,5~10톤미만,어선,0,0,0,0,0
MP-2020-1349,어선 경주호 기관손상사건,기관손상,2020,12,2,9,51,8-12시,겨울,북,N33,34,50,동,E126,41,44,국내,남해영해,남해영해,경주호,1,1.8,1~2톤미만,어선,0,0,0,0,0
MP-2020-1348,어선 제37부경호 부유물감김사건,부유물감김,2020,12,1,17,47,16-20시,겨울,북,N33,52,0,동,E124,41,0,국외,서해공해,서해공해,제37부경호,1,76,50~100톤미만,어선,0,0,0,0,0
MP-2020-1347,일반화물선 오성3호 좌초사건,좌초,2020,12,1,19,19,16-20시,겨울,북,N34,56,34,동,E127,46,9,국내,남해영해,남해영해,오성3호,1,2690,"1,000~5,000톤미만",화물선,0,0,0,0,0
MP-2020-1342,어선 제1대승호 부유물감김사건,부유물감김,2020,11,30,7,9,4-8시,가을,북,N34,46,0,동,E125,50,0,국내,서해영해,서해영해,제1대승호,1,9.77,5~10톤미만,어선,0,0,0,0,0
MP-2020-1341,어선 금성호 화재사건,화재,2020,11,29,17,54,16-20시,가을,북,N33,13,28,동,E127,31,36,국외,남해공해,남해공해,금성호,1,9.77,5~10톤미만,어선,0,0,0,0,0
MP-2020-1340,어선 세찬호 전복사건,전복,2020,11,29,10,46,8-12시,가을,북,N34,27,15,동,E127,27,24,국내,남해영해,남해영해,세찬호,1,3,3~5톤미만,어선,0,0,0,0,0
MP-2020-1339,어선 태평호/어선 원양호 충돌사건,충돌,2020,11,29,7,46,4-8시,가을,북,N34,31,37,동,E127,7,23,국내,남해영해,남해영해,원양호,2,2.34,2~3톤미만,어선,0,0,0,2,2
MP-2020-1339,어선 태평호/어선 원양호 충돌사건,충돌,2020,11,29,7,46,4-8시,가을,북,N34,31,37,동,E127,7,23,국내,남해영해,남해영해,태평호,1,3.37,3~5톤미만,어선,0,0,0,0,0
MP-2020-1337,어선 대광호 운항저해사건,운항저해,2020,11,28,10,58,8-12시,가을,북,N34,35,36,동,E127,9,38,국내,남해영해,남해영해,대광호,1,9.77,5~10톤미만,어선,0,0,0,0,0
MP-2020-1336,"어선 성해호, 어선 제2012강인호 등 2척 충돌사건",충돌,2020,11,28,16,31,16-20시,가을,북,N34,21,57,동,E126,8,7,국내,서해영해,서해영해,선경2호,3,9.77,5~10톤미만,어선,0,0,0,0,0
MP-2020-1336,"어선 성해호, 어선 제2012강인호 등 2척 충돌사건",충돌,2020,11,28,16,31,16-20시,가을,북,N34,21,57,동,E126,8,7,국내,서해영해,서해영해,제2012강인호,2,20,20~25톤미만,어선,0,0,0,0,0
MP-2020-1336,"어선 성해호, 어선 제2012강인호 등 2척 충돌사건",충돌,2020,11,28,16,31,16-20시,가을,북,N34,21,57,동,E126,8,7,국내,서해영해,서해영해,성해호,1,49,30~50톤미만,어선,0,0,0,0,0
MP-2020-1334,어선 은수호 운항저해사건,운항저해,2020,11,27,15,38,12-16시,가을,북,N34,18,0,동,E126,35,0,국내,남해영해,남해영해,은수호,1,0.56,1톤미만,어선,0,0,0,0,0
MP-2020-1333,어선 제207대양호 해양오염사건,해양오염,2020,10,16,9,0,8-12시,가을,북,N34,19,6,동,E126,45,53,국내,개항 및 진입수로,기타개항,제207대양호,1,84,50~100톤미만,어선,0,0,0,0,0
MP-2020-1332,어선 제89보광호 해양오염사건,해양오염,2020,8,13,16,50,16-20시,여름,북,N34,43,46,동,E127,43,40,국내,개항 및 진입수로,"여수항, 광양항 및 진입수로",제89보광호,1,60,50~100톤미만,어선,0,0,0,0,0
MP-2020-1331,어선 709대길호 부유물감김사건,부유물감김,2020,11,26,9,44,8-12시,가을,북,N34,54,0,동,E125,3,0,국내,서해영해,서해영해,709대길호,1,50,50~100톤미만,어선,0,0,0,0,0
MP-2020-1330,모터보트 제니스1호 기관손상사건,기관손상,2020,11,26,14,41,12-16시,가을,북,N33,9,37,동,E126,16,42,국내,남해영해,남해영해,제니스1호,1,0.4,1톤미만,수상레저기구,0,0,0,0,0
