사건번호,사건명,해양사고종류1,해양사고발생(년도),해양사고발생(월),해양사고발생(일),해양사고발생(시),해양사고발생(분),해양사고발생시간대,계절,해양사고장소(위),해양사고장소(위도),해양사고장소(위분),해양사고장소(위초),해양사고장소(경),해양사고장소(경도),해양사고장소(경분),해양사고장소(경초),해양사고발생지역(대),해양사고발생지역(중),해양사고발생지역(통계용),선박명,선박중요도,선박톤수,톤수범위(통계용),선박용도(통계용),사망합계(선원_여객_기타),실종합계(선원_여객_기타),인명피해합계(사망_실종),부상합계(선원_여객_기타),총합(사망_실종_부상)
DH-2022-0045,어선 제1진양호 부유물감김사건,부유물감김(안전저해),2022,1,24,0,0,0-4시,겨울,북,N37,52,54,동,E128,50,8,국내,동해영해,동해영해,제1진양호,1,3.75,3~5톤미만,어선,0,0,0,0,0
DH-2022-0056,어선 쌍둥이호 기관손상사건,기관손상,2022,1,25,17,23,16-20시,겨울,북,N35,42,11,동,E129,29,57,국내,동해영해,동해영해,쌍둥이호,1,3.27,3~5톤미만,어선,0,0,0,0,0
DH-2022-0057,어선 제500수성호 부유물감김사건 ,부유물감김(안전저해),2022,1,26,11,19,8-12시,겨울,북,N37,3,0,동,E133,19,0,국내,동해영해,동해영해,제500수성호,1,34,30~50톤미만,어선,0,0,0,0,0
DH-2022-0058,어선 길양호 부유물감김사건,부유물감김(안전저해),2022,1,26,14,43,12-16시,겨울,북,N35,53,0,동,E131,51,0,국내,동해영해,동해영해,길양호,1,39,30~50톤미만,어선,0,0,0,0,0
DH-2022-0059,어선 구평2호 기관손상사건 ,기관손상,2022,1,27,10,29,8-12시,겨울,북,N35,58,0,동,E129,33,0,국내,동해영해,동해영해,구평2호,1,4.67,3~5톤미만,어선,0,0,0,0,0
DH-2022-0061,어선 대용호·어선 제305동진호 충돌사건,충돌,2022,1,28,2,46,0-4시,겨울,북,N35,45,0,동,E129,36,0,국내,동해영해,동해영해,대용호,2,4.93,3~5톤미만,어선,0,0,0,0,0
DH-2022-0061,어선 대용호·어선 제305동진호 충돌사건,충돌,2022,1,28,2,46,0-4시,겨울,북,N35,45,0,동,E129,36,0,국내,동해영해,동해영해,제305동진호,1,29,25~30톤미만,어선,0,0,0,0,0
DH-2022-0062,어선 만선호·어선 삼형제호 충돌사건,충돌,2022,1,28,11,25,8-12시,겨울,북,N37,39,0,동,E129,3,50,국내,동해영해,동해영해,만선호,1,5.6,5~10톤미만,어선,0,0,0,0,0
DH-2022-0062,어선 만선호·어선 삼형제호 충돌사건,충돌,2022,1,28,11,25,8-12시,겨울,북,N37,39,0,동,E129,3,50,국내,동해영해,동해영해,삼형제호,2,1.5,1~2톤미만,어선,0,0,0,0,0
DH-2022-0064,어선 제5삼창호 부유물감김사건 ,부유물감김(안전저해),2022,1,29,16,11,16-20시,겨울,북,N36,44,0,동,E130,8,0,국내,동해영해,동해영해,제5삼창호,1,29,25~30톤미만,어선,0,0,0,0,0
DH-2022-0067,일반화물선 에스제이글로리호 화재사건 ,화재,2022,2,4,8,18,8-12시,겨울,북,N36,0,47,동,E129,24,34,국내,동해영해,동해영해,에스제이글로리호,1,1545,"1,000~5,000톤미만",화물선,0,0,0,0,0
DH-2022-0068,낚시어선 칠성3호 기관손상사건,기관손상,2022,2,4,11,26,8-12시,겨울,북,N35,44,0,동,E129,30,0,국내,동해영해,동해영해,칠성3호,1,4.75,3~5톤미만,어선,0,0,0,0,0
DH-2022-0070,도선선 포항파일럿2호·어선 일성호 충돌사건,충돌,2022,2,7,8,8,8-12시,겨울,북,N36,5,17,동,E129,27,51,국내,동해영해,동해영해,일성호,2,0.82,1톤미만,어선,0,0,0,1,1
DH-2022-0070,도선선 포항파일럿2호·어선 일성호 충돌사건,충돌,2022,2,7,8,8,8-12시,겨울,북,N36,5,17,동,E129,27,51,국내,동해영해,동해영해,포항파일럿2호,1,12,10~15톤미만,기타선,0,0,0,0,0
DH-2022-0071,어선 청용호 선원사망사건,안전사고(인명사상),2022,2,7,0,0,0-4시,겨울,북,N37,44,0,동,E129,6,0,국내,동해영해,동해영해,청용호,1,4.67,3~5톤미만,어선,1,0,1,0,1
DH-2022-0072,어선 제102경동호 기관손상사건,기관손상,2022,2,7,9,47,8-12시,겨울,북,N36,5,17,동,E129,32,7,국내,동해영해,동해영해,제102경동호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0073,어선 성공호 기관손상사건,기관손상,2022,2,7,11,13,8-12시,겨울,북,N36,5,7,동,E129,26,47,국내,동해영해,동해영해,성공호,1,4.59,3~5톤미만,기타선,0,0,0,0,0
DH-2022-0074,어선 전천호 추진축계손상사건,추진축계손상,2022,2,7,12,48,12-16시,겨울,북,N37,42,0,동,E129,4,0,국내,동해영해,동해영해,전천호,1,2.99,2~3톤미만,어선,0,0,0,0,0
DH-2022-0076,어선 해진호 화재사건,화재,2022,2,8,4,46,4-8시,겨울,북,N37,3,0,동,E129,29,40,국내,동해영해,동해영해,해진호,1,39,30~50톤미만,어선,0,0,0,0,0
DH-2022-0077,어선 지연호 좌초사건,좌초,2022,2,9,0,0,0-4시,겨울,북,N37,53,16,동,E128,49,57,국내,동해영해,동해영해,지연호,1,2.94,2~3톤미만,어선,0,0,0,0,0
DH-2022-0078,어선 해성호 기관손상사건,기관손상,2022,2,9,17,22,16-20시,겨울,북,N37,31,55,동,E129,10,3,국내,동해영해,동해영해,해성호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0080,어선 동광호 부유물감김사건 ,부유물감김(안전저해),2022,2,10,12,3,12-16시,겨울,북,N37,48,9,동,E128,56,44,국내,동해영해,동해영해,동광호,1,13,10~15톤미만,기타선,0,0,0,0,0
DH-2022-0081,세일링요트 프런티어호 운항저해사건,운항저해,2022,2,12,12,22,12-16시,겨울,북,N36,3,19,동,E129,22,49,국내,동해영해,동해영해,프론티어호,1,2,2~3톤미만,수상레저기구,0,0,0,0,0
DH-2022-0082,어선 제500수성호 부유물감김사건,부유물감김(안전저해),2022,2,12,23,7,20-24시,겨울,북,N36,33,0,동,E131,51,0,국내,동해영해,동해영해,제500수성호,1,34,30~50톤미만,어선,0,0,0,0,0
DH-2022-0083,어선 수정호 화재사건,화재,2022,2,19,9,0,8-12시,겨울,북,N35,52,51,동,E129,31,36,국내,동해영해,동해영해,수정호,1,4.67,3~5톤미만,어선,0,0,0,0,0
DH-2022-0084,모터보트 트래쉬호 운항저해사건,운항저해,2022,1,7,12,33,12-16시,겨울,북,N35,45,0,동,E129,33,0,국내,동해영해,동해영해,트래쉬호,1,0.57,1톤미만,수상레저기구,0,0,0,0,0
DH-2022-0085,어선 황태자호 기관손상사건,기관손상,2022,2,24,12,22,12-16시,겨울,북,N37,26,0,동,E129,23,0,국내,개항 및 진입수로,"동해항, 묵호항, 속초항, 삼척항",황태자호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0086,어선 민국호 좌초사건,좌초,2022,2,22,1,3,0-4시,겨울,북,N35,58,27,동,E129,33,20,국내,개항 및 진입수로,"울산항(미포만포함), 포항항",민국호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0089,어선 수원호 추진축계손상사건,추진축계손상,2022,2,27,12,6,12-16시,겨울,북,N36,11,12,동,E129,41,35,국내,개항 및 진입수로,"울산항(미포만포함), 포항항",수원호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0091,낚시어선 씨프린스호 낚시어선 철산호 충돌사건,충돌,2022,3,1,14,40,12-16시,봄,북,N38,13,36,동,E128,37,48,국내,개항 및 진입수로,"동해항, 묵호항, 속초항, 삼척항",철산호,2,1.86,1~2톤미만,어선,0,0,0,0,0
DH-2022-0091,낚시어선 씨프린스호 낚시어선 철산호 충돌사건,충돌,2022,3,1,14,40,12-16시,봄,북,N38,13,36,동,E128,37,48,국내,개항 및 진입수로,"동해항, 묵호항, 속초항, 삼척항",씨프린스호,1,6.67,5~10톤미만,어선,0,0,0,0,0
DH-2022-0093,정치망 작업선 킹스타호 침몰사건,침몰,2022,3,2,6,27,4-8시,봄,북,N36,53,7,동,E129,26,17,국내,동해영해,동해영해,킹스타호,1,7.93,5~10톤미만,어선,3,0,3,0,3
DH-2022-0094,어선 성영호 선원사망사건,안전사고(인명사상),2022,3,21,7,45,4-8시,봄,북,N37,25,4,동,E129,16,12,국내,개항 및 진입수로,"동해항, 묵호항, 속초항, 삼척항",성영호,1,4.56,3~5톤미만,어선,1,0,1,0,1
DH-2022-0095,어선 부흥호 부유물감김사건,부유물감김(안전저해),2022,3,8,16,50,16-20시,봄,북,N36,20,0,동,E129,24,0,국내,개항 및 진입수로,"동해항, 묵호항, 속초항, 삼척항",부흥호,1,3.21,3~5톤미만,어선,0,0,0,0,0
DH-2022-0096,어선 306금성호 조타장치손상사건,조타장치손상,2022,3,9,11,16,8-12시,봄,북,N35,45,0,동,E131,52,0,국외,동해공해,동해공해,306금성호,1,29,25~30톤미만,어선,0,0,0,0,0
DH-2022-0097,모터보트 강산호 침수사건,침수,2022,3,9,4,0,4-8시,봄,북,N37,45,54,동,E129,6,43,국내,개항 및 진입수로,"동해항, 묵호항, 속초항, 삼척항",강산호,1,1.77,1~2톤미만,수상레저기구,0,0,0,0,0
DH-2022-0098,압항예부선 남일1호 기관손상사건,기관손상,2022,3,7,16,40,16-20시,봄,북,N36,40,18,동,E129,28,27,국내,개항 및 진입수로,"울산항(미포만포함), 포항항",남일1호,1,322,100~500톤미만,예인선,0,0,0,0,0
DH-2022-0099,어선 제3만금호 부유물감김사건,부유물감김(안전저해),2022,3,9,6,18,4-8시,봄,북,N37,10,0,동,E132,2,0,국외,동해공해,동해공해,제3만금호,1,36,30~50톤미만,어선,0,0,0,0,0
DH-2022-0101,어선 2020유진호 부유물감김사건,부유물감김(안전저해),2022,3,12,14,0,12-16시,봄,북,N38,7,0,동,E129,39,0,국외,동해공해,동해공해,2020유진호,1,53,50~100톤미만,어선,0,0,0,0,0
DH-2022-0102,어선 은주호 부유물감김 사건,부유물감김(안전저해),2022,3,15,10,32,8-12시,봄,북,N35,47,30,동,E129,30,54,국내,동해영해,동해영해,은주호,1,2.41,2~3톤미만,어선,0,0,0,0,0
DH-2022-0103,어선 제4영광호 기관손상사건,기관손상,2022,3,15,10,0,8-12시,봄,북,N38,29,10,동,E128,27,30,국내,개항 및 진입수로,"동해항, 묵호항, 속초항, 삼척항",제4영광호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0104,어선 영일만호 선원부상사건,안전사고(인명사상),2022,3,15,12,21,12-16시,봄,북,N36,12,33,동,E129,24,38,국내,동해영해,동해영해,영일만호,1,6.67,5~10톤미만,어선,0,0,0,0,0
DH-2022-0105,어선 수궁호 부유물감김사건,부유물감김(안전저해),2022,3,17,6,32,4-8시,봄,북,N36,20,43,동,E129,23,28,국내,동해영해,동해영해,수궁호,1,3,3~5톤미만,어선,0,0,0,0,0
DH-2022-0106,어선 제905명윤호 부유물감김사건,부유물감김(안전저해),2022,3,18,16,50,16-20시,봄,북,N37,4,0,동,E131,1,59,국외,동해공해,동해공해,905명윤호,1,71,50~100톤미만,어선,0,0,0,0,0
DH-2022-0107,화물선 씨드림호 화재사건,화재,2022,3,21,12,23,12-16시,봄,북,N37,32,40,동,E129,6,46,국내,개항 및 진입수로,"동해항, 묵호항, 속초항, 삼척항",씨드림호,1,8216,"5,000~10,000톤미만",화물선,0,0,0,0,0
DH-2022-0108,세일링요트 피스호 기관손상사건,기관손상,2022,3,21,19,1,16-20시,봄,북,N35,52,59,동,E129,32,48,국내,동해영해,동해영해,피스호,1,6.9,5~10톤미만,수상레저기구,0,0,0,0,0
DH-2022-0110,어선 덕수호 기관손상사건,기관손상,2022,3,7,14,17,12-16시,봄,북,N35,54,0,동,E129,45,0,국내,동해영해,동해영해,덕수호,1,29,25~30톤미만,어선,0,0,0,0,0
DH-2022-0111,어선 동길호 침몰사건,침몰,2022,3,12,15,30,12-16시,봄,북,N36,28,0,동,E129,29,0,국내,동해영해,동해영해,동길호,1,4.77,3~5톤미만,어선,0,0,0,0,0
DH-2022-0112,어선 제6재성호 부유물감김사건,부유물감김(안전저해),2022,3,22,14,50,12-16시,봄,북,N37,16,0,동,E131,47,0,국외,동해공해,동해공해,제6재성호,1,40,30~50톤미만,어선,0,0,0,0,0
DH-2022-0114,어선 영신호 부유물감김사건,부유물감김(안전저해),2022,3,23,22,0,20-24시,봄,북,N37,14,36,동,E131,52,18,국외,동해공해,동해공해,영신호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0115,어선 재승호 추진축계손상사건,추진축계손상,2022,3,25,7,31,4-8시,봄,북,N36,5,58,동,E129,28,45,국내,개항 및 진입수로,"울산항(미포만포함), 포항항",재승호,1,3.79,3~5톤미만,어선,0,0,0,0,0
DH-2022-0116,어선 808유승호 기관손상사건,기관손상,2022,3,25,11,30,8-12시,봄,북,N36,9,0,동,E129,26,0,국내,개항 및 진입수로,"울산항(미포만포함), 포항항",808유승호,1,19,15~20톤미만,어선,0,0,0,0,0
DH-2022-0117,어선 22우진호 조타장치손상사건,조타장치손상,2022,3,24,21,6,20-24시,봄,북,N36,45,0,동,E129,56,0,국내,동해영해,동해영해,어선 22우진호 조타장치손상사건,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0119,어선 홍금호 부유물감김사건,부유물감김(안전저해),2022,3,29,6,5,4-8시,봄,북,N37,32,14,동,E129,30,33,국내,개항 및 진입수로,"동해항, 묵호항, 속초항, 삼척항",홍금호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0120,어선 장용호 기관손상사건,침수,2022,3,30,8,14,8-12시,봄,북,N37,4,0,동,E129,25,0,국내,동해영해,동해영해,장용호,1,4.1,3~5톤미만,어선,0,0,0,0,0
DH-2022-0121,어선 대경호 기관손상사건,기관손상,2022,3,31,4,13,4-8시,봄,북,N35,53,0,동,E130,58,0,국내,동해영해,동해영해,대경호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0124,어선 제88슬기호 부유물감김사건,부유물감김(안전저해),2022,4,5,7,40,4-8시,봄,북,N37,10,0,동,E132,18,0,국외,동해공해,동해공해,제88슬기호,1,24,20~25톤미만,어선,0,0,0,0,0
DH-2022-0125,예인선 금석1호 기관손상사건,기관손상,2022,4,8,7,0,4-8시,봄,북,N36,6,11,동,E129,34,53,국내,개항 및 진입수로,"울산항(미포만포함), 포항항",금석1호,1,71,50~100톤미만,예인선,0,0,0,0,0
DH-2022-0126,어선 703미시령호 화재사건,화재,2022,4,9,0,45,0-4시,봄,북,N36,30,35,동,E129,27,3,국내,동해영해,동해영해,703미시령호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0127,어선 현대호 조타장치손상사건,조타장치손상,2022,4,9,9,20,8-12시,봄,북,N36,52,28,동,E129,25,45,국내,동해영해,동해영해,현대호,1,2.99,2~3톤미만,어선,0,0,0,0,0
DH-2022-0129,어선 33남일호 부유물감김사건,부유물감김(안전저해),2022,4,18,15,40,12-16시,봄,북,N37,6,0,동,E133,15,0,국외,동해공해,동해공해,33남일호,1,42,30~50톤미만,어선,0,0,0,0,0
DH-2022-0131,어선 시현호 기관손상사건,추진축계손상,2022,4,16,12,32,12-16시,봄,북,N35,57,29,동,E129,43,24,국내,동해영해,동해영해,시현호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0132,어선 제3도동호 선원사망사건,안전사고(인명사상),2022,4,12,10,10,8-12시,봄,북,N37,14,33,동,E131,51,44,국내,동해영해,동해영해,제3도동호,1,4.99,3~5톤미만,어선,1,0,1,0,1
DH-2022-0133,화물선 신조우하이호 해양오염사건,해양오염,2022,4,16,19,3,16-20시,봄,북,N36,0,48,동,E129,25,12,국내,개항 및 진입수로,"울산항(미포만포함), 포항항",신조우하이호,1,2959,"1,000~5,000톤미만",화물선,0,0,0,0,0
DH-2022-0134,예인선 311대룡호의 피예인선 쥐엘(GL)2030호 어선 형욱호 충돌사건,충돌,2022,4,17,5,18,4-8시,봄,북,N36,7,35,동,E129,40,50,국내,개항 및 진입수로,"울산항(미포만포함), 포항항",형욱호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0134,예인선 311대룡호의 피예인선 쥐엘(GL)2030호 어선 형욱호 충돌사건,충돌,2022,4,17,5,18,4-8시,봄,북,N36,7,35,동,E129,40,50,국내,개항 및 진입수로,"울산항(미포만포함), 포항항",쥐엘2030,2,6360,"5,000~10,000톤미만",기타선,0,0,0,0,0
DH-2022-0135,모터보트 베이라이너210호 기관손상사건,기관손상,2022,4,17,12,13,12-16시,봄,북,N36,2,20,동,E129,24,38,국내,개항 및 진입수로,"울산항(미포만포함), 포항항",모터보트 베이라이너210호,1,1.77,1~2톤미만,수상레저기구,0,0,0,0,0
DH-2022-0136,어선 21대양호 기관손상사건,기관손상,2022,4,17,16,16,16-20시,봄,북,N36,2,54,동,E129,23,15,국내,개항 및 진입수로,"울산항(미포만포함), 포항항",21대양호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0137,어선 태양호 운항저해사건,운항저해,2022,4,17,0,0,0-4시,봄,북,N35,59,12,동,E129,33,54,국내,동해영해,동해영해,태양호,1,4.97,3~5톤미만,어선,0,0,0,0,0
DH-2022-0138,어선 3명신호 침수사건,침수,2022,4,19,5,0,4-8시,봄,북,N38,13,0,동,E129,23,0,국내,개항 및 진입수로,"동해항, 묵호항, 속초항, 삼척항",3명신호,1,89,50~100톤미만,어선,0,0,0,0,0
DH-2022-0139,어선 광명호 좌초사건,좌초,2022,4,21,8,55,8-12시,봄,북,N35,50,0,동,E129,31,0,국내,동해영해,동해영해,광명호,1,3.28,3~5톤미만,어선,0,0,0,0,0
DH-2022-0140,어선 대일호 운항저해사건,기관손상,2022,4,21,13,54,12-16시,봄,북,N36,12,0,동,E129,33,0,국내,개항 및 진입수로,"울산항(미포만포함), 포항항",대일호,1,4.99,3~5톤미만,어선,0,0,0,0,0
DH-2022-0141,어선 브라보호 좌초사건,좌초,2022,4,23,3,11,0-4시,봄,북,N37,34,49,동,E129,6,57,국내,개항 및 진입수로,"동해항, 묵호항, 속초항, 삼척항",브라보호,1,3,3~5톤미만,어선,0,0,0,0,0
DH-2022-0142,모터보트 라비마린호 기관손상사건,운항저해,2022,4,23,14,0,12-16시,봄,북,N38,15,31,동,E128,33,45,국내,개항 및 진입수로,"동해항, 묵호항, 속초항, 삼척항",라비마린호,1,2.37,2~3톤미만,수상레저기구,0,0,0,0,0
DH-2022-0143,모터보트 디케이호 기관손상사건,기관손상,2022,4,24,13,0,12-16시,봄,북,N36,4,48,동,E129,34,9,국내,동해영해,동해영해,디케이호,1,2.88,2~3톤미만,수상레저기구,0,0,0,0,0
DH-2022-0145,어선 금성호 추진축계손상사건,기관손상,2022,4,30,20,19,20-24시,봄,북,N36,1,0,동,E130,19,0,국외,동해공해,동해공해,금성호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0146,어선 73대명호 화재사건,화재,2022,5,2,10,20,8-12시,봄,북,N35,48,19,동,E129,30,10,국내,동해영해,동해영해,73대명호,1,36,30~50톤미만,어선,0,0,0,0,0
DH-2022-0149,어선 풍한호 조타장치손상사건,기관손상,2022,5,2,0,0,0-4시,봄,북,N38,9,16,동,E129,8,8,국외,동해공해,동해공해,풍한호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0150,어선 대복호 부유물감김사건,부유물감김(안전저해),2022,5,4,0,0,0-4시,봄,북,N37,32,25,동,E129,7,31,국내,동해영해,동해영해,대복호,1,2.26,2~3톤미만,어선,0,0,0,0,0
DH-2022-0151,어선 대현호 부유물감김사건,부유물감김(안전저해),2022,5,6,16,9,16-20시,봄,북,N35,48,0,동,E129,40,0,국내,동해영해,동해영해,대현호,1,7.93,5~10톤미만,어선,0,0,0,0,0
DH-2022-0152,어선 홍진호 기관손상사건,기관손상,2022,5,7,15,57,12-16시,봄,북,N35,43,6,동,E129,41,44,국내,동해영해,동해영해,홍진호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0153,어선 청룡호 기관손상사건,기관손상,2022,5,10,19,30,16-20시,봄,북,N37,14,0,동,E132,16,0,국외,동해공해,동해공해,청룡호,1,29,25~30톤미만,어선,0,0,0,0,0
DH-2022-0154,어선 11유신호 화재사건,화재,2022,5,15,7,33,4-8시,봄,북,N36,49,0,동,E129,28,0,국내,동해영해,동해영해,11유신호,1,7.93,5~10톤미만,어선,0,0,0,1,1
DH-2022-0155,어선 제2수진호 추진축계손상사건,추진축계손상,2022,5,16,7,27,4-8시,봄,북,N36,29,27,동,E129,43,23,국외,동해공해,동해공해,제2수진호,1,5.86,5~10톤미만,어선,0,0,0,0,0
DH-2022-0156,어선 88영신호 기관손상사건,기관손상,2022,5,17,14,0,12-16시,봄,북,N36,4,0,동,E131,44,0,국외,동해공해,동해공해,88영신호,1,89,50~100톤미만,어선,0,0,0,0,0
DH-2022-0157,어선 청룡호 기관손상사건,기관손상,2022,5,18,16,26,16-20시,봄,북,N37,21,0,동,E129,16,0,국내,동해영해,동해영해,청룡호,1,1.02,1~2톤미만,어선,0,0,0,0,0
DH-2022-0158,어선 성광호 화재사건,화재,2022,5,19,14,15,12-16시,봄,북,N36,21,2,동,E129,23,52,국내,동해영해,동해영해,성광호,1,1.99,1~2톤미만,어선,0,0,0,0,0
DH-2022-0160,모터보트 베스트호 좌초사건,좌초,2022,5,22,17,17,16-20시,봄,북,N36,17,0,동,E129,22,0,국내,동해영해,동해영해,베스트호,1,0.62,1톤미만,수상레저기구,0,0,0,0,0
DH-2022-0161,어선 전주호 기관손상사건,기관손상,2022,5,23,5,14,4-8시,봄,북,N38,12,12,동,E128,37,16,국내,동해영해,동해영해,800전주호,1,1.51,1~2톤미만,어선,0,0,0,0,0
DH-2022-0162,어선 제철호 좌초사건,좌초,2022,5,24,2,28,0-4시,봄,북,N35,59,22,동,E129,33,52,국내,동해영해,동해영해,제철호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0163,부선 에스비1603호 해양오염사건,해양오염,2022,5,24,8,30,8-12시,봄,북,N37,25,18,동,E129,13,10,국내,동해영해,동해영해,에스비1603호,1,978,"500~1,000톤미만",기타선,0,0,0,0,0
DH-2022-0164,어선 용진호 부유물감김사건,부유물감김(안전저해),2022,5,27,3,40,0-4시,봄,북,N36,25,44,동,E129,41,38,국내,동해영해,동해영해,용진호,1,3,3~5톤미만,어선,0,0,0,0,0
DH-2022-0172,모터보트 포세이돈호 화재사건,화재,2022,6,3,6,31,4-8시,여름,북,N36,21,28,동,E129,22,56,국내,동해영해,동해영해,포세이돈호,1,2.78,2~3톤미만,수상레저기구,0,0,0,0,0
DH-2022-0174,모터보트 트로피호 기관손상사건,기관손상,2022,6,10,0,0,0-4시,여름,북,N37,26,17,동,E129,11,23,국내,개항 및 진입수로,"동해항, 묵호항, 속초항, 삼척항",트로피호,1,1.2,1~2톤미만,수상레저기구,0,0,0,0,0
DH-2022-0177,어선 일광호 기관손상사건,기관손상,2022,6,11,14,8,12-16시,여름,북,N36,30,0,동,E129,26,0,국내,동해영해,동해영해,일광호,1,1.75,1~2톤미만,어선,0,0,0,0,0
DH-2022-0178,어선 동림호 부유물감김사건,부유물감김(안전저해),2022,6,12,7,0,4-8시,여름,북,N38,7,0,동,E129,57,0,국내,동해영해,동해영해,동림호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0179,어선 대명호 기관손상사건,기관손상,2022,6,13,10,25,8-12시,여름,북,N36,16,0,동,E129,41,0,국내,동해영해,동해영해,대명호,1,29,25~30톤미만,어선,0,0,0,0,0
DH-2022-0180,어선 제3태양호 추진축계손상사건,추진축계손상,2022,6,16,15,14,12-16시,여름,북,N36,55,0,동,E129,40,0,국내,동해영해,동해영해,제3태양호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0181,어선 창경호 기관손상사건,기관손상,2022,6,18,11,13,8-12시,여름,북,N35,59,8,동,E129,33,46,국내,동해영해,동해영해,창경호,1,3.28,3~5톤미만,어선,0,0,0,0,0
DH-2022-0183,어선 천명호 기관손상사건,기관손상,2022,6,21,4,5,4-8시,여름,북,N37,58,0,동,E129,48,0,국외,동해공해,동해공해,천명호,1,6.67,5~10톤미만,어선,0,0,0,0,0
DH-2022-0184,어선 제3동해호 좌초사건,좌초,2022,6,21,12,50,12-16시,여름,북,N36,5,12,동,E129,33,29,국내,동해영해,동해영해,제3동해호,1,5.19,5~10톤미만,어선,0,0,0,0,0
DH-2022-0185,"예인선 우성2000호의 피예인부선 우성9000호, 어선 제3재건호 충돌사건",충돌,2022,6,22,7,45,4-8시,여름,북,N35,56,53,동,E129,35,53,국내,동해영해,동해영해,제3재건호,2,29,25~30톤미만,어선,0,0,0,0,0
DH-2022-0185,"예인선 우성2000호의 피예인부선 우성9000호, 어선 제3재건호 충돌사건",충돌,2022,6,22,7,45,4-8시,여름,북,N35,56,53,동,E129,35,53,국내,동해영해,동해영해,우성9000,1,2310,"1,000~5,000톤미만",기타선,0,0,0,0,0
DH-2022-0187,어선 5협진호 전복사건,전복,2022,1,3,5,40,4-8시,겨울,북,N37,32,45,동,E129,6,45,국내,개항 및 진입수로,"동해항, 묵호항, 속초항, 삼척항",5협진호,1,1.39,1~2톤미만,어선,0,0,0,0,0
DH-2022-0188,모터보트 해빈호 전복사건,전복,2022,2,18,18,48,16-20시,겨울,북,N37,50,9,동,E128,52,34,국내,동해영해,동해영해,해빈호,1,3.07,3~5톤미만,수상레저기구,0,0,0,0,0
DH-2022-0189,모터보트 러비호 기관손상사건,기관손상,2022,4,2,10,58,8-12시,봄,북,N37,48,9,동,E128,54,53,국내,동해영해,동해영해,러비호,1,3.09,3~5톤미만,수상레저기구,0,0,0,0,0
DH-2022-0191,모터보트 제일호 침수사건,침수,2022,5,21,0,0,0-4시,봄,북,N37,50,8,동,E128,52,34,국내,동해영해,동해영해,제일호,1,0.2,1톤미만,수상레저기구,0,0,0,0,0
DH-2022-0192,여객선 씨스타5호 부유물감김사건,부유물감김(안전저해),2022,5,5,11,59,8-12시,봄,북,N37,37,59,동,E129,47,36,국외,동해공해,동해공해,씨스타5호,1,388,100~500톤미만,여객선,0,0,0,0,0
DH-2022-0193,어선 태성호 기관손상사건,기관손상,2022,5,10,19,16,16-20시,봄,북,N36,20,13,동,E129,28,23,국내,동해영해,동해영해,태성호,1,4.98,3~5톤미만,어선,0,0,0,0,0
DH-2022-0194,모터보트 넘버원호 운항저해사건,운항저해,2022,2,26,8,45,8-12시,겨울,북,N36,44,8,동,E129,29,3,국내,동해영해,동해영해,넘버원호,1,0.61,1톤미만,수상레저기구,0,0,0,0,0
DH-2022-0195,"예인선 제18덕진호의 부선 장건206호, 어선 백양호 충돌사건",충돌,2022,1,19,2,2,0-4시,겨울,북,N36,40,36,동,E129,27,24,국내,동해영해,동해영해,백양호,2,41,30~50톤미만,어선,0,0,0,0,0
DH-2022-0195,"예인선 제18덕진호의 부선 장건206호, 어선 백양호 충돌사건",충돌,2022,1,19,2,2,0-4시,겨울,북,N36,40,36,동,E129,27,24,국내,동해영해,동해영해,장건206호,1,339,100~500톤미만,기타선,0,0,0,0,0
DH-2022-0196,어선 재하호 기관손상사건,기관손상,2022,1,2,18,2,16-20시,겨울,북,N35,42,0,동,E129,37,0,국내,동해영해,동해영해,재하호,1,9.77,5~10톤미만,어선,0,0,0,0,0
DH-2022-0199,어선 105명진호 화재사건,화재,2022,4,22,15,23,12-16시,봄,북,N35,48,27,동,E129,30,14,국내,동해영해,동해영해,105명진호,1,82,50~100톤미만,어선,0,0,0,0,0
